no,creation_date,q1_1,q1_2,q1_3_1,q1_3_2,q1_3_3,q1_3_3_r,q2_1,q2_2,q2_3_1,q2_3_2,q2_3_2_r,q2_3_3,q2_3_3_o,q2_4_1,q2_4_1_o,q2_4_2,q2_5_1,q2_5_1_o,q2_5_2,q2_5_2_o,q2_6_1,q2_6_2,q2_6_3,q2_6_3_o,q2_6_4,q2_6_5,q2_6_6,q2_6_6_o,q2_6_7,q2_6_8,q2_7_1,q2_7_1_o,q2_7_2,q2_7_2_o,q3_1,q3_2,q3_2_o,q3_3,q3_3_o,q4_1_1,q4_1_2,q4_1_3,q4_1_4,q4_2_1,q4_2_1_o,q4_2_2,q4_2_2_o,q4_3,q4_4_1,q4_4_2,q4_4_2_o,q4_4_3,q4_4_3_o,q4_5,q4_6_1,q4_6_2,q4_6_3,q4_6_4,q4_6_5,q4_6_6,q4_6_7,q4_6_8,q4_6_9,weight
2929,2018/6/13 下午 20:25:06.021000,1,7,2,2,1,3,3,4,200008,200508,93,2, ,1,98,1,73, ,1,",",2,1,3, ,2,3, , ,98,98,1, ,5, ,2,"1,2,9", ,"4,5,6", ,1,2,2,98,1, ,11, ,2,1,98, ,98, ,2,2,2,2,2,1,1,2,2,2,.770340988084149
2957,2018/6/13 下午 20:07:52.160000,1,5,2,2,2,4,2,3,200208,200507,93,2, ,1,98,1,73, ,1,",",2,1,3, ,2,3, , ,98,98,1, ,5, ,2,"2,8,9", ,"5,7,11", ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,2,1,2,1,2,2,2,3,2,.770340988084149
3445,2018/6/12 下午 20:26:14.339000,1,7,2,2,1,3,3,4,200009,200506,93,2, ,1,98,1,73, ,1,",",2,1,4,上課之餘修課,2,4, , ,98,98,1, ,5, ,2,"7,9,10", ,"3,4,5", ,1,1,1,98,1, ,11, ,2,1,98, ,98, ,3,3,2,3,3,3,3,3,2,2,.770340988084149
184,2018/6/25 下午 15:49:03.702000,2,6,2,2,1,3,3,4,200109,200806,96,2, ,5,98,2,60, ,1,",",2,1,2, ,2,3, , ,98,98,1, ,4, ,4,"8,9", ,"1,2,3", ,1,1,1,98,1, ,11, ,4,1,98, ,98, ,3,3,4,2,3,3,3,3,4,5,.770936502490361
3106,2018/6/13 下午 18:40:30.119000,2,6,2,1,2,2,4,6,200609,201506,103,1, ,6,98,2,63,人類性學,1,",",2,1,3, ,2,3, , ,98,98,1, ,7, ,2,"8,9,11", ,"3,4,6", ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,1,1,3,2,1,2,1,1,3,3,.773553870795065
3894,2018/6/6 上午 09:35:42.947000,2,5,2,2,1,3,4,4,201009,201406,102,2, ,2,98,1,73,技術及職業教育,1,",",2,1,3, ,2,3, , ,98,98,1, ,5, ,1,"1,2,11", ,"4,5,6", ,1,1,1,98,1, ,11, ,2,1,98, ,98, ,1,1,1,2,2,2,1,1,1,1,.774103673362752
927,2018/6/25 上午 09:26:16.593000,2,5,2,2,2,4,4,4,201109,201509,104,1, ,5,98,2,45, ,1,",",2,1,2, ,2,1, , ,98,98,1, ,5, ,1,"1,2,5", ,"9,11", ,1,2,3,3,1, ,11, ,2,1,98, ,98, ,1,1,1,1,1,1,1,1,2,2,.785081853224524
1956,2018/6/14 下午 23:20:55.432000,2,4,2,2,1,3,1,2,199309,201101,99,1, ,3,98,2,73, ,1,",",2,1,1, ,1,3, , ,98,98,1, ,4, ,1,"1,5,9", ,6, ,1,1,3,3,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,4,4,.792219196308296
2466,2018/6/14 上午 08:17:00.335000,1,5,2,1,2,2,2,3,200209,200807,96,1, ,1,98,1,77, ,1,",",2,1,1, ,1,5, , ,98,98,1, ,7, ,3,"1,2,9", ,"6,7", ,1,1,4,98,1, ,11, ,3,1,98, ,98, ,3,4,98,98,98,98,98,2,98,98,.795491988081713
1447,2018/6/25 上午 06:51:32.938000,1,8,2,2,1,3,3,4,199208,200101,89,1, ,1,98,99,20, ,1,",",2,1,1, ,2,3, , ,98,98,1, ,2, ,1,1, ,3, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,.798881448553876
4149,2018/6/5 下午 17:45:17.078000,1,8,2,2,1,3,2,3,199706,200106,89,2, ,1,98,1,24, ,1,",",2,1,3, ,2,3, , ,98,98,1, ,4, ,2,"1,2,9", ,4, ,1,1,2,98,1, ,11, ,2,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,.798881448553876
4218,2018/6/5 下午 16:50:53.599000,1,6,2,2,1,3,2,3,199909,200406,92,2, ,1,98,1,62, ,1,",",2,1,2, ,2,3, , ,98,98,1, ,5, ,2,"1,2,9", ,4, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,98,98,98,1,98,98,98,98,.807732516981502
2666,2018/6/13 下午 22:42:46.182000,2,6,1,1,1,1,3,4,200409,201106,99,1, ,1,98,1,30, ,1,",",1,1,3, ,1,3, , ,98,98,1, ,2, ,3,"9,11", ,"4,5,6", ,1,2,3,1,1, ,11, ,2,1,98, ,98, ,1,1,1,1,1,1,6,2,3,2,.820619636279583
122,2018/6/25 下午 17:12:07.052000,2,6,2,2,1,3,2,4,200107,201007,98,1, ,1,98,2,65, ,1,",",2,1,4, ,1,3, , ,98,98,1, ,4, ,3,"8,9", ,"4,7", ,1,1,1,98,1, ,11, ,3,1,98, ,98, ,4,3,3,3,3,3,3,5,6,3,.824046924142535
3707,2018/6/6 下午 19:27:57.388000,1,6,2,1,2,2,3,5,199909,201005,98,1, ,3,98,2,73, ,2,",",2,1,2, ,2,3, , ,98,98,1, ,5, ,3,"1,2,8", ,"6,7,10", ,1,2,4,98,1, ,11, ,3,2,6, ,69,幕僚,2,3,2,2,2,2,2,2,4,2,.828965819040613
4094,2018/6/5 下午 18:57:44.977000,2,7,2,2,2,4,3,4,199608,200306,91,1, ,1,98,1,40, ,2,",",2,1,2, ,2,3, , ,98,98,1, ,7, ,2,"7,8,11", ,10, ,1,1,2,98,1, ,11, ,2,1,98, ,98, ,2,3,98,98,98,98,98,2,98,98,.836096883577923
904,2018/6/25 上午 09:32:07.531000,2,5,2,1,2,2,1,2,200009,200506,93,2, ,1,98,2,77, ,1,",",2,1,1, ,1,1, , ,98,98,1, ,4, ,1,"1,2,9", ,"4,7,11", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,1,3,3,1,2,2,2,1,2,.840198298587228
3639,2018/6/7 下午 12:04:46.110000,2,5,2,2,2,4,4,5,200809,201508,103,1, ,2,98,2,45, ,1,",",2,1,1, ,2,3, , ,98,98,1, ,4, ,1,"2,9,11", ,"4,7", ,1,1,2,98,1, ,11, ,2,1,98, ,98, ,1,1,1,1,1,2,1,1,1,1,.844087883615553
1178,2018/6/25 上午 08:30:24.661000,1,7,2,2,1,3,4,4,199909,200607,94,1, ,1,98,2,19,原子科學,2,",",2,1,1, ,2,3, , ,98,98,1, ,2, ,1,1, ,6, ,1,1,3,1,1, ,11, ,3,1,98, ,98, ,1,1,1,1,1,1,1,1,6,1,.848524791224642
1050,2018/6/25 上午 09:00:38.211000,2,5,2,2,1,3,2,2,200309,201309,102,1, ,1,98,2,72, ,3,",",2,1,1, ,2,3, , ,98,98,1, ,5, ,2,"1,9,11", ,"2,3", ,1,1,2,98,1, ,11, ,2,1,98, ,98, ,2,3,2,2,2,2,2,2,4,4,.849926099266136
3917,2018/6/6 上午 08:45:56.166000,1,7,2,2,1,3,3,4,199609,200207,90,2, ,1,98,1,40, ,1,",",2,1,2, ,2,6, , ,98,98,1, ,4, ,2,"1,2,9", ,"4,5", ,1,2,2,98,1, ,11, ,2,1,98, ,98, ,2,2,3,3,1,2,2,2,1,2,.852506072166918
4915,2018/6/5 上午 10:02:36.439000,2,3,2,1,2,2,2,3,200709,201401,102,1, ,1,98,2,73, ,1,",",2,1,2, ,2,3, , ,98,98,1, ,5, ,2,"1,2,9", ,"4,6,7", ,1,1,4,98,1, ,11, ,3,1,98, ,98, ,2,2,1,3,1,1,2,2,2,1,.85281700436568
4506,2018/6/5 下午 14:33:44.663000,2,5,2,2,1,3,2,3,200209,200701,95,2, ,1,98,1,41, ,1,",",2,1,1, ,2,4, , ,98,98,1, ,2, ,2,"9,11", ,2, ,1,1,2,98,1, ,11, ,2,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,.857864566503468
1235,2018/6/25 上午 08:15:45.475000,1,4,2,2,1,3,2,3,200509,201106,99,1, ,1,98,1,47, ,1,",",2,1,3, ,2,6, , ,98,98,1, ,9, ,2,"2,9", ,"4,7", ,1,1,2,98,1, ,11, ,2,1,98, ,98, ,2,2,3,2,2,2,3,2,3,2,.86093060224944
4648,2018/6/5 下午 13:35:11.989000,1,8,2,2,1,3,5,6,200309,200706,95,2, ,1,98,2,77, ,5,",",2,1,2, ,2,6, , ,98,98,1, ,10, ,1,9, ,4, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,2,1,6,6,6,98,98,6,98,6,.872661678058062
1461,2018/6/25 上午 06:40:37.768000,1,6,2,2,1,3,2,3,199609,200101,89,2, ,5,98,2,20, ,1,",",2,1,1, ,2,3, , ,98,98,1, ,6, ,1,"1,2,9", ,"6,7", ,1,1,2,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,.88348506485505
1929,2018/6/15 上午 08:58:50.598000,2,5,2,2,1,3,2,3,200209,200902,97,1, ,5,98,1,44, ,1,",",2,1,1, ,2,3, , ,98,98,1, ,4, ,1,"1,2,3", ,"10,11", ,1,2,1,98,1, ,11, ,1,1,98, ,98, ,1,1,98,98,1,98,98,98,98,98,.891866130752667
3043,2018/6/13 下午 19:21:57.884000,2,5,2,2,1,3,2,4,200209,200906,97,2, ,5,98,2,49,醫科所,1,",",2,1,2, ,2,3, , ,98,98,1, ,9, ,2,"2,9", ,8, ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,2,98,98,98,98,98,98,98,2,.891866130752667
3695,2018/6/6 下午 22:42:14.652000,2,6,2,2,1,3,4,5,200409,201301,101,1, ,1,98,1,60, ,1,",",2,1,2, ,1,3, , ,98,98,1, ,4, ,2,"1,4,9", ,3, ,1,1,1,98,1, ,11, ,3,2,1, ,19,副教授,3,3,6,98,3,98,98,98,98,98,.91406829051042
2269,2018/6/14 上午 10:16:58.353000,2,5,2,1,2,2,2,3,200409,201007,98,2, ,1,98,1,73, ,1,",",1,1,4,兼職工作 不用特別請假,1,2, , ,98,98,1, ,8, ,1,"1,2,9", ,12, ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,2,2,3,1,2,1,1,1,3,.939961453113992
300,2018/6/25 下午 13:55:35.553000,1,6,1,1,2,2,3,4,200409,200902,97,2, ,5,98,1,40, ,1,",",2,1,2, ,2,4, , ,98,98,1, ,4, ,3,9, ,"1,2,4", ,1,2,4,98,1, ,11, ,3,1,98, ,98, ,2,3,98,98,2,98,98,98,98,98,.955332108816864
4258,2018/6/5 下午 16:26:38.756000,1,5,2,2,1,3,1,3,200009,200701,95,2, ,1,98,2,71, ,1,",",2,1,4,日讀書夜工作,2,3, , ,98,98,1, ,4, ,2,"1,9", ,4, ,1,1,3,2,1, ,11, ,4,1,98, ,98, ,2,1,4,4,1,3,1,4,3,5,.955691151333117
221,2018/6/25 下午 15:06:48.541000,2,7,2,2,1,3,2,3,199608,200202,90,2, ,5,98,1,64, ,1,",",2,1,4,與任職機構協商，以不影響工作進度為原則,2,2, , ,98,98,1, ,4, ,2,"1,2,8", ,4, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,98,98,1,98,98,98,98,98,.970357126149839
2292,2018/6/14 上午 10:03:56.776000,1,4,2,1,2,2,1,2,200209,200906,97,2, ,2,98,1,39,自動化及控制,1,",",2,1,2, ,2,3, , ,98,98,1, ,5, ,2,"8,9,10", ,"1,2,4", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,2,2,2,1,2,2,2,3,2,.974046188267927
2566,2018/6/14 上午 00:51:52.179000,1,7,2,2,2,4,3,4,199909,200408,92,2, ,1,98,2,28, ,1,",",1,1,3, ,2,6, , ,98,98,1, ,5, ,2,"1,7,9", ,8, ,1,2,2,98,1, ,11, ,1,1,98, ,98, ,2,2,2,3,3,2,3,2,4,3,.978818047164717
1491,2018/6/25 上午 06:15:23.208000,1,7,2,2,1,3,4,4,199909,200312,92,2, ,1,98,2,21, ,1,",",1,1,1, ,2,4, , ,98,98,1, ,4, ,1,"1,2,9", ,12,NO,1,1,1,98,1, ,11, ,1,1,98, ,98, ,1,1,2,3,2,2,2,2,1,2,.978818047164717
3874,2018/6/6 上午 10:12:09.478000,1,6,2,2,1,3,3,4,200309,200801,96,2, ,5,98,1,77, ,1,",",2,1,1, ,2,3, , ,98,98,1, ,4, ,2,"2,8", ,11, ,1,2,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,2,1,1,1,2,2,3,.987750554660749
448,2018/6/25 下午 12:01:05.036000,2,3,2,1,2,2,1,2,200609,201307,101,2, ,3,98,1,73, ,1,",",1,1,3, ,1,3, , ,98,98,1, ,7, ,1,"2,5,11", ,12, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,98,98,98,98,98,1,98,98,.99154155143609
4080,2018/6/5 下午 19:28:40.351000,1,5,2,1,2,2,1,3,199708,200604,94,1, ,1,98,1,28, ,1,",",1,1,1, ,2,3, , ,98,98,1, ,3, ,1,13, , , ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,1.00000094986683
275,2018/6/25 下午 14:17:55.455000,2,7,2,2,1,3,4,5,200109,201001,98,1, ,5,98,2,45, ,1,",",2,1,4,學校配合排課，沒課日上博班課,2,4, , ,98,98,1, ,4, ,1,"1,2,9", ,"4,7", ,1,1,1,98,1, ,11, ,2,1,98, ,98, ,1,2,98,98,2,98,98,98,98,98,1.01328093528418
2716,2018/6/13 下午 22:17:34.461000,1,7,2,2,1,3,3,4,199709,200306,91,2, ,1,98,99,20, ,1,",",2,1,3, ,2,3, , ,98,98,1, ,7, ,2,"1,2,9", ,11, ,1,2,4,98,1, ,11, ,4,1,98, ,98, ,2,3,98,98,98,98,98,2,98,98,1.02301502775777
3776,2018/6/6 下午 14:46:07.635000,1,4,2,2,1,3,1,2,200009,200306,91,2, ,1,98,2,20, ,1,",",2,1,3, ,2,3, , ,98,98,1, ,5, ,1,"1,2,5", ,11, ,1,2,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,5,3,1.02301502775777
64,2018/6/25 下午 19:25:03.175000,1,4,2,2,2,4,2,3,201009,201709,105,2, ,1,98,2,40, ,1,",",1,1,3, ,2,6, , ,98,98,1, ,4, ,1,"1,2,3", ,6, ,1,2,1,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,1.05395504413524
4878,2018/6/5 上午 10:48:10.048000,1,6,2,2,2,4,1,3,199308,200106,89,2, ,1,98,1,62, ,1,",",2,1,2, ,2,3, , ,98,98,1, ,6, ,2,"1,2,8", ,"6,7,11", ,1,1,3,1,1, ,11, ,1,1,98, ,98, ,1,1,3,4,2,3,2,2,1,2,1.07600755556635
3819,2018/6/6 下午 13:32:59.985000,2,3,2,1,2,2,2,3,200809,201501,103,2, ,5,98,2,43, ,1,",",2,1,1, ,2,3, , ,98,98,1, ,4, ,1,13, , , ,1,1,1,98,1, ,11, ,3,1,98, ,98, ,2,1,2,1,3,3,3,1,1,1,1.08685210284319
4400,2018/6/5 下午 15:16:23.020000,1,6,2,2,1,3,2,3,199609,200606,94,1, ,5,98,1,71, ,1,",",2,1,2, ,2,3, , ,98,98,1, ,4, ,3,"2,9", ,"1,4,6", ,1,1,4,98,1, ,11, ,3,1,98, ,98, ,2,1,2,3,2,2,1,2,2,1,1.09539524958091
1369,2018/6/25 上午 07:34:04.073000,1,8,2,2,1,3,5,5,200408,200603,94,2, ,5,98,2,25, ,1,",",2,1,1, ,2,5, , ,98,98,1, ,4, ,1,"1,2,3", ,"4,7,12", ,1,1,1,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,1.10436053808195
248,2018/6/25 下午 14:45:31.741000,2,3,1,1,2,2,2,2,201208,201601,104,2, ,3,98,2,73, ,2,",",1,1,3, ,2,3, , ,98,98,1, ,4, ,1,"1,2,8", ,"4,5", ,1,1,3,1,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,6,1.12329429229137
1012,2018/6/25 上午 09:09:49.173000,1,5,2,2,2,4,2,3,200309,200708,95,2, ,1,98,2,28, ,1,",",2,1,1, ,2,3, , ,98,98,1, ,5, ,1,"1,2,4", ,11, ,1,1,2,98,1, ,11, ,2,1,98, ,98, ,1,1,2,2,2,2,98,1,98,2,1.12917648772161
1505,2018/6/25 上午 05:56:32.752000,1,7,2,2,1,3,3,4,199809,200706,95,1, ,1,98,2,39,生物機電工程,1,",",2,1,1, ,2,3, , ,98,98,1, ,6, ,1,"1,4,8", ,12,無,1,1,2,98,1, ,11, ,2,1,98, ,98, ,1,1,98,98,98,98,1,98,98,98,1.12917648772161
3248,2018/6/13 下午 17:14:13.158000,1,6,2,2,2,4,2,3,199907,200707,95,1, ,1,98,2,20, ,2,",",2,1,3, ,2,4, , ,98,98,1, ,5, ,4,"1,9", ,"3,4,5", ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,2,1,1,1,1,2,3,1.12917648772161
3067,2018/6/13 下午 19:01:22.174000,1,7,1,1,2,2,3,5,200009,200906,97,1, ,3,98,1,60, ,1,",",2,1,4,利用空堂，部分時間進修,2,4, , ,98,98,1, ,6, ,1,"1,2,9", ,6, ,1,2,2,98,1, ,11, ,2,1,98, ,98, ,1,1,98,98,98,98,1,98,98,98,1.1478179929193
998,2018/6/25 上午 09:13:25.483000,1,3,1,1,2,2,2,2,201108,201607,104,2, ,1,98,2,73, ,2,",",2,1,3, ,1,3, , ,98,98,1, ,3, ,1,"2,4,9", ,"3,6,7", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,3,3,3,2,2,5,3,3,4,4,1.17788710034058
3954,2018/6/6 上午 01:13:46.501000,1,8,2,2,2,4,2,4,199209,200106,89,1, ,5,98,2,64, ,2,",",2,1,1, ,2,3, , ,98,98,1, ,3, ,1,"2,8,9", ,1, ,1,2,4,98,1, ,11, ,2,1,98, ,98, ,1,2,1,1,1,1,2,1,3,4,1.18995954497991
1485,2018/6/25 上午 06:21:03.289000,1,6,2,2,1,3,2,3,200108,200507,93,2, ,3,98,1,73, ,1,",",2,1,1, ,2,4, , ,98,98,1, ,4, ,2,"7,8,9", ,"1,5,6", ,1,2,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,2,1,2,1,1,3,2,1.23697351558718
4076,2018/6/5 下午 19:34:49.463000,1,6,2,2,2,4,2,3,200008,200506,93,2, ,3,98,1,73, ,1,",",2,1,1, ,2,4, , ,98,98,1, ,4, ,2,"1,8,9", ,"5,7,10", ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,2,1,1,1,1,98,2,2,1.23697351558718
3547,2018/6/8 下午 13:00:12.025000,1,7,2,2,1,3,3,4,199908,200412,93,1, ,1,98,1,20, ,1,",",1,1,3, ,2,4, , ,98,98,1, ,5, ,1,13, , , ,1,2,4,98,1, ,11, ,4,1,98, ,98, ,2,3,2,2,2,2,3,3,2,3,1.2481840821965
946,2018/6/25 上午 09:21:12.080000,1,7,2,2,1,3,3,4,199807,200503,93,2, ,1,98,2,20, ,1,",",2,1,1, ,1,4, , ,98,98,1, ,4, ,2,"1,2,9", ,"7,10", ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,1,1,3,3,1,2,2,2,3,2,1.2481840821965
2005,2018/6/14 下午 17:23:52.872000,2,8,2,2,2,4,6,7,200608,201302,101,2, ,5,98,2,77, ,1,",",2,1,4,向學校申請,2,3, , ,98,98,1, ,4, ,2,"1,2,9", ,4, ,1,2,1,98,1, ,11, ,2,1,98, ,98, ,1,1,1,1,1,3,1,1,2,3,1.26334152158818
1787,2018/6/17 下午 20:25:22.017000,2,5,2,2,1,3,2,3,200108,200504,93,2, ,7,5,2,60, ,2,",",2,1,2, ,1,3, , ,98,98,1, ,2, ,2,"1,4,9", ,"2,3,6", ,1,1,2,98,1, ,11, ,3,1,98, ,98, ,1,2,2,2,2,2,2,2,2,2,1.29449366375575
965,2018/6/25 上午 09:16:38.908000,1,8,2,2,2,4,5,5,200209,200701,95,2, ,2,98,1,20, ,1,",",1,1,1, ,2,5, , ,98,98,1, ,4, ,2,"8,9,11", ,"1,4", ,1,1,3,1,1, ,11, ,1,1,98, ,98, ,1,1,98,98,1,98,98,98,98,98,1.31166300035962
1844,2018/6/15 下午 21:10:02.641000,2,6,2,2,1,3,2,4,200109,200807,96,2, ,3,98,2,73, ,2,",",2,1,3, ,2,4, , ,98,98,1, ,6, ,2,"2,3,9", ,7, ,1,2,1,98,1, ,11, ,2,1,98, ,98, ,2,1,98,98,98,98,1,98,98,98,1.31376039057392
2325,2018/6/14 上午 09:38:59.379000,1,5,2,2,2,4,3,4,200508,201401,102,1, ,6,98,2,79, ,1,",",2,1,4,留職停薪,1,3, , ,98,98,1, ,4, ,3,8, ,"1,4,10", ,1,1,2,98,1, ,11, ,4,1,98, ,98, ,3,2,1,1,1,1,1,1,3,1,1.33902328862155
546,2018/6/25 上午 11:15:05.875000,1,5,2,1,2,2,1,2,200109,200506,93,2, ,3,98,2,74, ,1,",",2,1,3, ,2,3, , ,98,98,1, ,4, ,1,"1,3,9", ,"5,6,7", ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,1.33927959582372
1890,2018/6/15 上午 11:38:40.901000,1,5,2,1,2,2,2,4,200109,201006,98,1, ,2,98,1,21, ,2,",",2,1,2, ,2,3, , ,98,98,1, ,4, ,2,"8,9,11", ,"2,3,4", ,1,2,3,1,1, ,11, ,2,1,98, ,98, ,2,1,2,1,1,2,1,1,2,3,1.37054672151708
4905,2018/6/5 上午 10:17:32.708000,1,7,2,2,1,3,5,6,200608,201101,99,2, ,2,98,2,77, ,1,",",2,1,4, ,1,2, , ,98,98,1, ,4, ,2,"7,8,11", ,"1,2,3", ,1,1,1,98,1, ,11, ,3,1,98, ,98, ,1,1,1,1,1,1,1,1,98,98,1.37288142366934
1839,2018/6/15 下午 23:06:09.980000,1,4,2,1,2,2,1,2,200408,200806,96,2, ,1,98,1,20, ,1,",",1,1,3, ,2,3, , ,98,98,1, ,4, ,1,"4,9,11", ,7, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,3,2,3,3,1,3,3,3,1.41954173735271
277,2018/6/25 下午 14:15:26.444000,1,5,2,2,1,3,2,3,200509,201006,98,2, ,1,98,1,28, ,1,",",2,1,3, ,2,4, , ,98,98,1, ,7, ,1,"2,8,9", ,6, ,1,1,4,98,1, ,11, ,3,2,5, ,54, ,2,2,3,3,3,3,3,2,2,2,1.45807626437196
1909,2018/6/15 上午 10:50:13.181000,1,5,2,1,2,2,2,3,200309,201006,98,1, ,1,98,2,24, ,1,",",2,1,2, ,2,3, , ,98,98,1, ,6, ,1,"1,4,8", ,11, ,1,1,1,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,1.45807626437196
1015,2018/6/25 上午 09:08:30.674000,1,4,1,1,2,2,1,3,200209,200906,97,2, ,3,98,2,73,體育研究所,3,",",2,1,3, ,1,3, , ,98,98,1, ,4, ,2,"2,7,9", ,"4,8", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,3,3,3,1,2,2,2,4,4,1.53707800790933
1399,2018/6/25 上午 07:19:23.420000,1,4,2,2,2,4,3,4,201010,201506,103,2, ,1,98,2,78, ,1,",",2,1,2, ,2,4, , ,98,98,1, ,7, ,2,9, ,"4,5,6", ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,2,2,98,98,98,98,98,2,98,98,1.6821185826999
4183,2018/6/5 下午 17:13:58.554000,1,6,2,2,1,3,4,5,200809,201312,102,1, ,3,98,1,65, ,1,",",2,1,3, ,2,4, , ,98,98,1, ,3, ,2,9, ,4, ,1,1,2,98,1, ,11, ,1,1,98, ,98, ,1,1,2,2,2,2,1,1,3,2,1.79818935919263
2967,2018/6/13 下午 20:03:18.863000,1,6,2,2,1,3,3,5,200508,201207,100,1, ,3,98,1,73, ,1,",",2,1,1, ,2,4, , ,98,98,1, ,3, ,2,"8,9,11", ,"3,4,6", ,1,2,2,98,1, ,11, ,2,1,98, ,98, ,2,2,3,1,1,2,2,2,3,1,1.94972729376439
2507,2018/6/14 上午 07:16:41.959000,2,6,1,1,2,2,2,3,199908,200306,91,2, ,3,98,2,45, ,1,",",2,1,2, ,2,4, , ,98,98,1, ,4, ,1,"1,9", ,12, ,1,1,2,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,2.03594780458484
1858,2018/6/15 下午 16:32:21.335000,1,5,2,2,1,3,3,4,200809,201307,101,1, ,1,98,1,15, ,1,",",2,1,2, ,1,6, , ,98,98,1, ,7, ,2,"1,2,8", ,"4,11", ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,2,1,3,3,3,3,4,1,3,5,2.29005388611047
573,2018/6/25 上午 11:00:19.606000,1,5,2,1,2,2,3,4,200809,201504,103,2, ,1,98,1,28, ,1,",",2,1,3, ,1,6, , ,98,98,1, ,4, ,1,13, , , ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,2.35174665007135
4325,2018/6/5 下午 15:54:22.902000,1,4,2,2,2,4,3,4,200909,201601,104,2, ,1,98,2,22, ,2,",",2,1,3, ,2,3, , ,98,98,1, ,6, ,2,"1,8,9", ,"3,7,11", ,1,2,2,98,1, ,11, ,2,1,98, ,98, ,1,2,98,98,1,1,1,2,1,1,2.51090351769051
2510,2018/6/14 上午 07:10:29.727000,1,4,2,2,1,3,1,3,200609,201311,102,1, ,1,98,2,21, ,2,",",2,1,3, ,2,3, , ,98,98,1, ,3, ,1,13, , , ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,2.97951662695039
2233,2018/6/14 上午 10:43:55.125000,1,7,2,2,2,4,3,3,199709,200102,89,2, ,3,98,1,73,工業教育,1,",",2,1,1, ,2,3, , ,98,98,1, ,3, ,2,"1,2,3", ,"4,5,6", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,2,2,2,2,2,2,2,2,2,3.95064408451318
1231,2018/6/25 上午 08:16:51.557000,2,6,2,2,2,4,2,3,199708,200306,91,2, ,5,98,2,60, ,1,",",2,2,98, ,98,98,"6,10",大學兼課,98,98,1, ,4, ,2,"2,9,12",學校圖書館提供的各項資源，空間，與服務,12,博士生已是具專業的成人，以上所述可自行拓展，不受學校有無提供影響。,1,2,2,98,1, ,11, ,2,1,98, ,98, ,2,2,98,98,1,98,98,98,98,98,.471166948671755
899,2018/6/25 上午 09:33:11.616000,2,4,2,1,2,2,1,2,200010,200812,97,2, ,7,1,2,78, ,1,",",1,2,98, ,98,98,"5,7",工作,98,98,4, ,8, ,3,"2,5,11", ,4, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,98,98,98,1,98,98,98,1,98,.211351148475124
1088,2018/6/25 上午 08:50:07.159000,2,5,2,1,2,2,1,1,200004,200309,92,2, ,7,1,1,60, ,1,",",1,2,98, ,98,98,10,工讀,98,98,4, ,6, ,1,"8,9,11", ,"3,4,5", ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,2,2,2,1,2,1,3,1,3,.876772475041001
