no,,性別,年齡,目前婚姻狀態,進修博士時婚姻狀態,,決定進修博士時婚姻與子女狀態,入學年齡,畢業年齡,,,,是否曾休學,,學校類型,,博士與碩士學校是否相同,就讀科系,,博士與碩士學位相關度,,就學身分,就讀博士時是全職/在職學生,,,,,,,,,就讀博士的首要動機為?,,,,您對博士修業整體滿意度為?,,,,,目前就業情況為?,工作類型,此工作為?,,目前工作的機構別為?,,目前工作的職業別為?,,您對目前工作的滿意度為何?,您目前的工作與您當初獲得博士學位時原有規劃之職涯機構別與職業別是否符合?,,,,,整體而言，您認為您的博士學位效益如何?
3577,,1,7,2,2,,3,3,4,,,,2,,1,,2,21,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,2,,1,,11, ,3,1,,,,,3
3847,,1,6,2,1,,2,2,3,,,,2,,1,,2,20,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,2
2987,,2,6,2,2,,3,2,4,,,,1,,1,,1,73,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
3025,,1,6,2,2,,3,4,5,,,,2,,5,,2,77,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1927,,1,6,2,2,,4,2,4,,,,1,,1,,2,22,,1,,2,1,,,,,,,,,6,,,,4,,,,,1,1,4,,1,,11, ,3,1,,,,,1
977,,1,7,2,2,,3,2,4,,,,2,,1,,99,20,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,2
281,,1,7,2,2,,3,4,4,,,,2,,2,,2,22,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,2
2861,,2,4,2,2,,3,2,3,,,,2,,1,,1,10,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
789,,2,5,1,1,,2,3,4,,,,1,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,2,,1,,11, ,3,1,,,,,3
1762,,1,6,2,2,,3,3,5,,,,1,,1,,2,70,,2,,2,1,,,,,,,,,6,,,,3,,,,,1,2,1,,1,,11, ,4,1,,,,,2
3108,,2,5,2,2,,3,3,5,,,,2,,5,,2,41,,2,,2,1,,,,,,,,,6,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
2697,,1,6,2,1,,2,2,3,,,,2,,5,,1,70,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,2
2902,,2,5,1,1,,2,2,3,,,,2,,3,,99,60,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,1
1945,,1,6,1,1,,2,3,4,,,,2,,5,,1,20,,1,,1,1,,,,,,,,,6,,,,1,,,,,1,2,2,,1,,11, ,1,1,,,,,1
919,,2,5,2,2,,3,4,5,,,,2,,3,,2,73,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,2,3,,1,,11, ,4,1,,,,,2
2453,,1,6,2,1,,2,2,3,,,,2,,5,,1,77,,1,,2,1,,,,,,,,,6,,,,4,,,,,1,1,2,,1,,11, ,3,2,,,,,4
163,,1,7,2,2,,3,4,5,,,,2,,1,,1,25,,4,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,3
646,,1,6,2,2,,3,2,3,,,,1,,1,,1,20,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,1,,1,,11, ,4,1,,,,,2
3973,,1,6,2,2,,3,2,3,,,,1,,1,,2,20,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,1,,1,,11, ,3,1,,,,,2
1759,,2,7,2,2,,4,5,4,,,,2,,5,,2,45,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
4210,,1,6,2,2,,3,3,4,,,,1,,5,,2,17,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
1939,,2,5,2,2,,3,3,4,,,,2,,3,,2,73,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,2,2,,1,,11, ,1,1,,,,,1
1155,,1,8,2,2,,3,5,7,,,,1,,2,,2,77,,1,,2,1,,,,,,,,,6,,,,4,,,,,1,1,1,,1,,11, ,4,1,,,,,3
2092,,1,8,2,2,,4,5,5,,,,2,,3,,1,73,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
2513,,1,7,2,2,,3,5,5,,,,2,,1,,2,20,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,2,1,,1,,11, ,2,1,,,,,2
427,,1,8,2,2,,4,5,6,,,,2,,2,,1,21,,1,,1,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
628,,1,7,2,2,,3,4,5,,,,2,,2,,1,21,,5,,2,1,,,,,,,,,6,,,,1,,,,,1,1,1,,1,,11, ,1,1,,,,,1
944,,1,6,2,2,,3,3,4,,,,2,,1,,1,12,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,2,1,,1,,11, ,2,1,,,,,1
2754,,1,7,2,2,,3,4,5,,,,2,,1,,2,24,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,2,2,,1,,11, ,4,1,,,,,1
4807,,1,7,1,2,,3,4,6,,,,1,,1,,1,20,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,2,1,,1,,11, ,3,1,,,,,3
606,,1,6,2,2,,3,3,4,,,,2,,1,,2,27,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
1604,,1,7,1,2,,3,2,4,,,,1,,1,,1,70,,1,,2,1,,,,,,,,,6,,,,5,,,,,1,1,4,,1,,11, ,6,1,,,,,3
1379,,1,7,2,2,,3,5,6,,,,1,,1,,2,20,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,1,,1,,11, ,3,1,,,,,4
1688,,1,6,2,2,,4,3,5,,,,2,,5,,2,20,,1,,1,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
4399,,1,6,2,2,,3,2,4,,,,1,,3,,1,73,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,1,,1,,11, ,1,1,,,,,2
3441,,1,4,2,2,,3,2,3,,,,2,,3,,2,73,,3,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
2148,,1,6,2,2,,4,4,5,,,,1,,2,,2,30,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,2,,1,,11, ,5,2,,,,,3
2040,,1,5,2,2,,3,2,4,,,,1,,1,,1,77,,1,,2,1,,,,,,,,,6,,,,6,,,,,1,1,1,,1,,11, ,6,1,,,,,6
421,,2,5,2,2,,3,3,4,,,,2,,5,,2,77,,5,,2,1,,,,,,,,,6,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,2
1686,,2,7,2,2,,3,4,6,,,,1,,1,,2,28,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,2
2409,,2,4,2,1,,2,2,3,,,,1,,5,,1,45,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,2,3,,1,,11, ,1,1,,,,,1
3110,,1,6,2,2,,4,2,2,,,,2,,7,,2,75,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,1,,1,,11, ,1,1,,,,,2
4241,,1,7,2,2,,3,6,7,,,,2,,2,,2,20,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,2
571,,1,5,2,2,,4,3,4,,,,1,,2,,2,21,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,1,,1,,11, ,2,1,,,,,2
3841,,1,8,2,2,,3,5,7,,,,1,,2,,2,21,,5,,2,1,,,,,,,,,6,,,,1,,,,,1,1,1,,1,,11, ,3,1,,,,,1
13,,2,7,2,2,,4,6,7,,,,2,,1,,2,73,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,2,1,,1,,11, ,3,1,,,,,3
513,,1,6,2,2,,3,3,4,,,,2,,4,,2,21,,1,,2,1,,,,,,,,,6,,,,4,,,,,1,1,2,,1,,11, ,2,1,,,,,5
2314,,1,7,2,2,,3,4,5,,,,2,,3,,2,20,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,2
3835,,1,7,2,2,,4,5,7,,,,2,,6,,2,20,,2,,2,1,,,,,,,,,6,,,,3,,,,,1,1,2,,1,,11, ,3,1,,,,,3
626,,1,7,2,2,,4,4,5,,,,1,,5,,2,20,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,2
2304,,1,8,2,2,,4,6,7,,,,1,,1,,2,22,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,1,,1,,11, ,1,1,,,,,1
4243,,1,7,2,2,,3,5,6,,,,2,,1,,99,20,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,2
2427,,2,6,2,2,,4,4,6,,,,1,,5,,2,25,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,1
4312,,1,6,2,2,,3,4,6,,,,2,,2,,2,17,,2,,2,1,,,,,,,,,5,,,,1,,,,,1,1,2,,1,,13, ,2,1,,,,,1
3244,,1,7,2,2,,3,5,5,,,,2,,5,,2,17,,2,,2,1,,,,,,,,,5,,,,1,,,,,1,1,4,,1,,12, ,2,1,,,,,2
4589,,1,5,2,2,,3,2,4,,,,1,,1,,2,20,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,2,4,,1,,12, ,3,1,,,,,1
742,,1,5,2,2,,3,2,4,,,,1,,1,,1,22,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,2,2,,1,,12, ,3,1,,,,,3
2218,,1,6,2,2,,3,3,4,,,,2,,1,,1,20,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,12, ,3,1,,,,,2
4777,,1,7,2,2,,3,3,4,,,,2,,1,,1,80,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,3
3633,,2,5,2,2,,3,3,4,,,,2,,1,,2,76,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,2,2,,1,,11, ,1,1,,,,,1
3621,,2,8,1,1,,2,3,4,,,,2,,1,,2,79,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,2,4,,1,,11, ,1,1,,,,,1
726,,1,4,2,1,,2,1,2,,,,2,,1,,2,17,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
3797,,1,6,2,2,,3,3,4,,,,1,,2,,2,77,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,2,1,,1,,11, ,5,2,,,,,5
32,,1,7,2,2,,3,3,5,,,,1,,2,,2,77,,2,,2,1,,,,,,,,,5,,,,2,,,,,1,1,4,,1,,11, ,2,2,,,,,2
148,,1,7,2,2,,4,5,6,,,,2,,2,,1,17,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,2
4857,,2,6,2,2,,3,4,5,,,,1,,2,,2,77,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,2,2,,1,,11, ,1,1,,,,,1
4698,,2,5,2,1,,2,2,4,,,,1,,1,,2,60,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,2,4,,1,,11, ,2,1,,,,,1
2979,,1,8,2,2,,4,6,7,,,,2,,5,,2,17,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
4143,,2,5,2,2,,3,2,4,,,,1,,5,,2,60,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,2,1,,1,,11, ,3,1,,,,,1
143,,2,5,1,1,,2,4,5,,,,2,,1,,2,60,,2,,2,1,,,,,,,,,5,,,,3,,,,,1,2,4,,1,,11, ,2,1,,,,,3
1783,,2,6,2,2,,3,2,3,,,,2,,5,,1,79,,99,,2,1,,,,,,,,,5,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
822,,2,7,2,2,,3,3,4,,,,2,,1,,2,17,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
1949,,1,6,2,1,,2,3,4,,,,2,,1,,1,77,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,2,2,,1,,11, ,3,1,,,,,2
3748,,1,5,2,2,,4,2,3,,,,1,,5,,2,73,,2,,2,1,,,,,,,,,5,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
4436,,2,7,2,2,,4,5,7,,,,1,,5,,2,65,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
3087,,1,7,2,2,,3,2,2,,,,1,,2,,1,20,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,1,4,,1,,11, ,2,1,,,,,1
2066,,2,6,2,1,,2,2,3,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,2,2,,1,,11, ,2,1,,,,,1
3013,,2,5,1,2,,3,3,4,,,,2,,5,,2,60,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,2,1,,1,,11, ,1,1,,,,,1
3815,,2,5,1,2,,3,3,4,,,,2,,5,,2,60,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,1,,1,,11, ,1,1,,,,,1
2334,,1,4,2,2,,3,2,2,,,,2,,1,,1,55,,1,,1,1,,,,,,,,,5,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1424,,2,7,1,1,,1,4,5,,,,2,,5,,1,45,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,4,,1,,11, ,3,1,,,,,2
1634,,1,8,2,2,,3,6,6,,,,2,,7,,2,70,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,2,1,,1,,11, ,1,1,,,,,1
3053,,2,6,2,2,,3,2,3,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,1,1,,,,,1
412,,1,5,2,2,,4,2,3,,,,1,,1,,1,81,,2,,2,1,,,,,,,,,5,,,,1,,,,,1,2,2,,1,,11, ,1,1,,,,,1
896,,2,7,1,2,,3,4,5,,,,1,,1,,1,45,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,1,,1,,11, ,1,1,,,,,1
3182,,2,4,2,2,,4,2,3,,,,2,,1,,1,45,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
1796,,1,6,2,2,,3,3,4,,,,2,,1,,2,51,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
3485,,1,7,2,2,,3,3,3,,,,2,,7,,2,73,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,1,,1,,11, ,1,1,,,,,1
1991,,2,6,2,2,,3,3,4,,,,2,,7,,99,73,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,2,3,,1,,11, ,2,1,,,,,1
4198,,2,5,2,2,,4,2,4,,,,1,,1,,1,47,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,1,2,,1,,11, ,4,1,,,,,6
475,,2,5,2,1,,2,1,2,,,,2,,1,,2,40,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,2,1,,1,,11, ,2,1,,,,,2
751,,1,7,2,2,,3,2,4,,,,2,,1,,1,51,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,2,4,,1,,11, ,1,1,,,,,2
4586,,1,6,2,2,,3,3,4,,,,1,,2,,2,77,,2,,2,1,,,,,,,,,5,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
4052,,2,5,2,2,,3,2,3,,,,2,,3,,2,15,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,3,2,,,,,2
1480,,2,6,2,2,,3,3,4,,,,2,,1,,2,73,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,1,,1,,11, ,1,1,,,,,1
783,,1,8,2,2,,3,5,6,,,,2,,1,,2,77,,2,,2,1,,,,,,,,,5,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,1
4623,,1,6,2,2,,4,2,4,,,,1,,1,,2,77,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
1374,,2,6,2,2,,4,4,5,,,,1,,5,,1,40,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,1,1,,1,,11, ,2,1,,,,,3
36,,2,6,2,2,,3,5,6,,,,1,,5,,2,60,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,2
258,,2,5,1,1,,2,4,5,,,,2,,5,,1,60,,2,,2,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,3,2,,,,,2
2701,,1,6,2,2,,3,2,3,,,,1,,1,,1,77,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,2
3320,,2,6,2,2,,4,2,4,,,,1,,5,,1,60,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,1,2,,1,,11, ,3,1,,,,,2
647,,1,7,2,2,,3,3,4,,,,2,,1,,2,20,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
833,,1,6,2,2,,3,3,4,,,,1,,5,,2,40,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,2
1413,,2,5,2,1,,2,1,2,,,,2,,3,,2,73,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,2,4,,1,,11, ,3,1,,,,,2
132,,2,5,2,1,,2,1,2,,,,1,,1,,2,25,,2,,2,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,1,1,,,,,1
560,,1,4,2,1,,2,2,4,,,,1,,1,,1,77,,2,,2,1,,,,,,,,,5,,,,3,,,,,1,1,3,,1,,11, ,2,2,,,,,1
4916,,1,9,2,2,,4,4,5,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,2
2294,,2,6,2,2,,4,4,5,,,,1,,1,,2,73,,5,,2,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,2
2174,,2,5,2,1,,2,1,1,,,,1,,3,,2,60,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,1,3,,1,,11, ,4,1,,,,,2
3526,,2,4,2,2,,4,2,3,,,,2,,3,,2,60,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
2730,,1,6,2,2,,3,3,4,,,,1,,2,,1,20,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,1,2,,1,,11, ,2,1,,,,,2
2989,,1,6,2,2,,3,3,4,,,,1,,1,,2,20,,2,,2,1,,,,,,,,,5,,,,1,,,,,1,2,3,,1,,11, ,1,1,,,,,1
1390,,1,7,2,2,,3,2,3,,,,1,,1,,2,23,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,1,1,,1,,11, ,2,1,,,,,2
2052,,1,6,2,2,,3,3,4,,,,1,,1,,1,21,,1,,1,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
2982,,2,6,2,2,,3,3,4,,,,1,,5,,1,45,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,3
2058,,1,7,2,2,,4,2,3,,,,1,,1,,99,20,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
2907,,1,6,2,2,,3,2,2,,,,2,,1,,2,24,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,1,4,,1,,11, ,3,1,,,,,2
542,,1,6,2,2,,4,2,3,,,,2,,1,,1,22,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,4,,1,,11, ,2,2,,,,,1
634,,1,6,2,1,,2,2,3,,,,2,,1,,1,21,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
3001,,1,7,2,2,,3,3,3,,,,2,,1,,99,25,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,1,3,,1,,11, ,4,2,,,,,2
4095,,1,5,2,1,,2,2,3,,,,2,,5,,2,78,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1324,,1,6,2,2,,4,3,4,,,,2,,1,,1,22,,1,,2,1,,,,,,,,,5,,,,2,,,,,1,2,1,,1,,11, ,3,1,,,,,4
1676,,1,6,2,2,,4,3,4,,,,2,,4,,2,21,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,1,2,,1,,11, ,5,1,,,,,1
3323,,1,5,2,2,,4,3,3,,,,2,,3,,1,74,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,2,3,,1,,11, ,2,1,,,,,3
2157,,1,8,2,2,,3,5,6,,,,2,,3,,2,73,,2,,2,1,,,,,,,,,5,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
4751,,1,4,2,1,,2,1,2,,,,2,,3,,1,73,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,1
2533,,1,6,2,2,,3,3,4,,,,2,,3,,2,73,,2,,2,1,,,,,,,,,5,,,,3,,,,,1,1,2,,1,,11, ,2,1,,,,,2
4613,,1,8,1,2,,4,6,6,,,,2,,2,,1,25,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
4778,,2,6,1,1,,2,4,5,,,,2,,5,,2,45,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,2,1,,1,,11, ,4,1,,,,,2
1034,,1,7,2,2,,3,3,4,,,,2,,7,,2,20,,2,,2,1,,,,,,,,,5,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,1
935,,1,7,2,2,,3,3,5,,,,1,,1,,2,78,,1,,2,1,,,,,,,,,5,,,,3,,,,,1,1,1,,1,,11, ,2,1,,,,,2
3984,,2,3,2,1,,2,1,2,,,,1,,1,,1,22,,1,,1,1,,,,,,,,,5,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
249,,1,6,2,2,,3,3,5,,,,1,,1,,1,20,,2,,2,1,,,,,,,,,5,,,,3,,,,,1,2,2,,1,,11, ,3,2,,,,,3
2621,,1,7,2,2,,4,6,6,,,,2,,2,,2,23,,2,,2,1,,,,,,,,,5,,,,1,,,,,1,3,98,,1,,11, ,2,1,,,,,1
1040,,1,7,2,2,,3,4,5,,,,2,,3,,1,73,,1,,2,1,,,,,,,,,5,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
2921,,1,6,2,2,,3,4,5,,,,2,,5,,2,20,,3,,2,1,,,,,,,,,5,,,,1,,,,,1,2,2,,1,,11, ,1,1,,,,,1
465,,2,7,1,1,,2,3,5,,,,1,,1,,2,62,,1,,2,1,,,,,,,,,4,,,,3,,,,,1,1,1,,1,,999, ,3,2,,,,,3
1525,,1,6,2,1,,2,2,4,,,,2,,7,,2,63,,1,,2,1,,,,,,,,,4,,,,1,,,,,1,1,1,,1,,12, ,1,1,,,,,2
679,,2,7,2,2,,3,3,4,,,,2,,1,,99,15,,2,,2,1,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,12, ,3,2,,,,,2
3105,,2,5,1,1,,2,2,3,,,,2,,1,,2,53,,2,,2,1,,,,,,,,,4,,,,2,,,,,1,1,1,,1,,12, ,2,1,,,,,2
2865,,1,5,1,1,,2,1,2,,,,2,,3,,1,73,,1,,2,1,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,12, ,3,1,,,,,2
4799,,1,4,2,1,,2,1,2,,,,2,,5,,1,25,,1,,2,1,,,,,,,,,4,,,,5,,,,,1,2,4,,1,,12, ,4,1,,,,,4
3038,,2,5,2,2,,3,2,4,,,,1,,3,,1,73,,1,,2,1,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,12, ,2,1,,,,,2
4044,,1,6,2,2,,3,4,5,,,,2,,1,,2,16,,5,,2,1,,,,,,,,,4,,,,1,,,,,1,2,2,,1,,12, ,2,1,,,,,1
4104,,1,4,1,1,,2,2,3,,,,1,,1,,1,20,,1,,2,1,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,12, ,2,1,,,,,1
261,,2,6,2,2,,4,4,5,,,,1,,4,,1,82,,1,,2,1,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
4774,,1,7,2,2,,3,5,7,,,,1,,1,,2,89,,2,,1,1,,,,,,,,,4,,,,2,,,,,1,1,1,,1,,11, ,3,1,,,,,2
81,,1,5,2,1,,2,1,2,,,,2,,1,,2,89,,2,,1,1,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,3
423,,2,6,1,1,,1,3,3,,,,2,,2,,2,51,,1,,2,1,,,,,,,,,4,,,,3,,,,,1,2,4,,1,,11, ,5,1,,,,,4
627,,2,7,2,2,,3,4,6,,,,1,,2,,1,17,,1,,2,1,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
342,,2,5,2,2,,4,2,3,,,,2,,2,,2,17,,1,,2,1,,,,,,,,,4,,,,3,,,,,1,1,2,,1,,11, ,3,1,,,,,3
37,,2,5,2,2,,4,3,4,,,,2,,2,,2,77,,2,,2,1,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
1073,,2,7,2,2,,3,2,3,,,,2,,2,,2,77,,3,,2,1,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
1621,,2,4,1,1,,2,1,2,,,,2,,7,,2,73,,3,,1,1,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,1
815,,2,5,2,2,,3,2,3,,,,2,,7,,2,73,,3,,2,1,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,2
547,,2,8,2,2,,4,5,6,,,,1,,7,,1,60,,1,,2,1,,,,,,,,,4,,,,3,,,,,1,1,2,,1,,11, ,2,1,,,,,1
2249,,2,7,2,2,,4,6,7,,,,2,,7,,2,89,,1,,2,1,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
2839,,1,6,2,2,,3,2,3,,,,2,,1,,2,65,,2,,2,1,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
1322,,2,5,2,2,,4,3,4,,,,2,,5,,1,79,,1,,2,1,,,,,,,,,4,,,,2,,,,,1,2,1,,1,,11, ,3,1,,,,,1
10,,1,5,2,1,,2,3,4,,,,1,,2,,2,17,,1,,2,1,,,,,,,,,4,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,1
3986,,1,6,2,2,,4,2,3,,,,2,,2,,1,77,,1,,2,1,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
3696,,1,8,2,2,,4,6,7,,,,2,,1,,2,17,,3,,2,1,,,,,,,,,4,,,,1,,,,,1,2,2,,1,,11, ,2,1,,,,,2
4518,,2,7,2,2,,4,3,4,,,,2,,1,,2,15,,2,,2,1,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
4541,,1,7,2,2,,4,3,4,,,,1,,2,,2,17,,1,,2,1,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,1
