no,,性別,年齡,目前婚姻狀態,進修博士時婚姻狀態,,決定進修博士時婚姻與子女狀態,入學年齡,畢業年齡,,,,是否曾休學,,學校類型,,博士與碩士學校是否相同,就讀科系,,博士與碩士學位相關度,,就學身分,就讀博士時是全職/在職學生,,,,,,,,,就讀博士的首要動機為?,,,,您對博士修業整體滿意度為?,,,,,目前就業情況為?,工作類型,此工作為?,,目前工作的機構別為?,,目前工作的職業別為?,,您對目前工作的滿意度為何?,您目前的工作與您當初獲得博士學位時原有規劃之職涯機構別與職業別是否符合?,,,,,整體而言，您認為您的博士學位效益如何?
853,,2,8,2,2,,3,6,7,,,,1,,5,,1,12,,1,,2,1,,,,,,,,,8,,,,1,,,,,1,1,1,,1,,11, ,3,2,,,,,2
1045,,2,5,2,2,,3,2,4,,,,1,,1,,2,77,,2,,2,1,,,,,,,,,7,,,,2,,,,,1,1,1,,1,,13, ,5,2,,,,,5
4891,,1,4,2,2,,3,3,4,,,,1,,1,,2,73,,3,,2,1,,,,,,,,,7,,,,3,,,,,1,2,1,,1,,13, ,4,2,,,,,3
4298,,1,6,2,2,,3,1,3,,,,1,,1,,1,15,,1,,1,1,,,,,,,,,7,,,,3,,,,,1,1,3,,1,,12, ,3,2,,,,,3
3434,,2,4,1,1,,2,2,3,,,,1,,5,,1,60,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,2,3,,1,,12, ,1,1,,,,,1
2405,,1,6,2,2,,3,2,4,,,,1,,1,,1,13,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,2,4,,1,,12, ,2,1,,,,,1
2164,,1,6,2,2,,3,2,4,,,,1,,1,,1,22,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,2,2,,1,,12, ,3,1,,,,,3
358,,2,5,2,2,,4,2,3,,,,2,,1,,2,79,,1,,2,1,,,,,,,,,7,,,,3,,,,,1,2,2,,1,,11, ,3,1,,,,,2
4167,,1,7,2,2,,4,5,5,,,,2,,7,,2,77,,2,,2,1,,,,,,,,,7,,,,3,,,,,1,3,98,,1,,11, ,2,1,,,,,2
1726,,2,4,2,1,,2,3,4,,,,2,,5,,1,79,,1,,2,1,,,,,,,,,7,,,,3,,,,,1,1,1,,1,,11, ,3,2,,,,,3
1303,,2,7,1,1,,2,4,5,,,,2,,7,,2,64,,5,,2,1,,,,,,,,,7,,,,1,,,,,1,1,2,,1,,11, ,3,1,,,,,5
2247,,1,7,2,2,,3,4,5,,,,1,,2,,2,17,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
1774,,2,5,2,2,,3,2,3,,,,1,,2,,2,77,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
4158,,2,6,1,1,,2,3,4,,,,2,,7,,2,74,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
4728,,2,6,2,1,,2,2,4,,,,1,,1,,1,60,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
1326,,2,7,2,2,,4,5,6,,,,2,,5,,1,79,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
3700,,1,6,2,2,,4,3,3,,,,2,,1,,1,15,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,2,1,,1,,11, ,2,1,,,,,2
963,,2,6,2,2,,3,3,4,,,,1,,1,,2,60,,1,,2,1,,,,,,,,,7,,,,3,,,,,1,1,2,,1,,11, ,2,1,,,,,2
192,,2,7,2,2,,4,5,6,,,,2,,1,,99,60,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,2,1,,1,,11, ,1,1,,,,,1
2015,,2,6,2,2,,3,4,5,,,,1,,1,,2,45,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
1259,,2,6,1,1,,2,2,4,,,,2,,1,,2,73,,2,,2,1,,,,,,,,,7,,,,3,,,,,1,1,4,,1,,11, ,2,1,,,,,1
2299,,2,5,2,2,,4,1,2,,,,2,,3,,1,73,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
4373,,2,8,2,2,,4,5,5,,,,2,,3,,2,73,,3,,2,1,,,,,,,,,7,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
3468,,2,7,2,2,,3,4,5,,,,1,,5,,2,60,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
764,,2,6,2,2,,4,3,4,,,,2,,1,,2,10,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
11,,2,6,2,2,,4,5,6,,,,2,,1,,2,73,,2,,2,1,,,,,,,,,7,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
211,,2,3,2,1,,2,1,2,,,,2,,1,,2,71,,3,,2,1,,,,,,,,,7,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
4583,,1,4,1,1,,2,1,3,,,,2,,1,,1,65,,3,,1,1,,,,,,,,,7,,,,3,,,,,1,1,4,,1,,11, ,3,2,,,,,3
70,,2,5,1,1,,2,3,4,,,,1,,1,,2,45,,1,,2,1,,,,,,,,,7,,,,3,,,,,1,1,1,,1,,11, ,3,1,,,,,1
3919,,2,5,2,1,,1,2,4,,,,1,,4,,2,78,,2,,2,1,,,,,,,,,7,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,2
2810,,1,6,2,2,,4,2,4,,,,2,,1,,1,50,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,4,,1,,11, ,2,2,,,,,2
1957,,2,5,2,2,,3,1,2,,,,2,,1,,2,77,,2,,2,1,,,,,,,,,7,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
3524,,2,5,2,1,,2,2,3,,,,2,,5,,2,45,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,2,,1,,11, ,1,1,,,,,1
1729,,2,7,1,1,,2,4,5,,,,2,,5,,2,60,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,1,1,,1,,11, ,3,1,,,,,1
474,,1,5,2,2,,4,3,5,,,,1,,3,,2,73,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,1,1,,1,,11, ,1,1,,,,,1
1894,,1,5,1,1,,2,2,3,,,,1,,1,,2,41,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
3721,,1,6,2,2,,3,4,5,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,2
506,,2,7,1,1,,2,5,6,,,,2,,3,,1,60,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,3
2352,,2,8,2,2,,4,5,6,,,,2,,5,,1,77,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
1025,,2,7,2,2,,3,3,4,,,,2,,7,,2,60,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
4336,,2,6,1,1,,1,4,5,,,,2,,5,,2,77,,2,,2,1,,,,,,,,,7,,,,3,,,,,1,1,4,,1,,11, ,3,1,,,,,1
3671,,2,5,2,2,,4,1,2,,,,1,,5,,1,60,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,2,2,,1,,11, ,3,1,,,,,2
736,,1,7,2,2,,3,3,5,,,,2,,1,,2,39,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,1
2783,,1,7,2,2,,3,3,4,,,,1,,1,,1,20,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,1,2,,1,,11, ,3,1,,,,,2
3946,,1,5,1,2,,4,1,2,,,,2,,1,,2,23,,5,,2,1,,,,,,,,,7,,,,2,,,,,1,1,3,,1,,11, ,4,2,,,,,2
4032,,1,5,2,2,,3,1,2,,,,2,,1,,2,21,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
311,,1,7,2,2,,3,6,7,,,,1,,1,,1,71,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
2595,,2,5,2,2,,3,3,5,,,,1,,5,,2,45,,1,,2,1,,,,,,,,,7,,,,3,,,,,1,1,4,,1,,11, ,2,1,,,,,2
1125,,2,6,2,2,,3,3,4,,,,2,,2,,2,25,,2,,2,1,,,,,,,,,7,,,,1,,,,,1,1,1,,1,,11, ,2,1,,,,,1
1978,,2,5,2,2,,3,3,5,,,,1,,3,,2,73,,2,,2,1,,,,,,,,,7,,,,2,,,,,1,2,4,,1,,11, ,3,1,,,,,2
331,,1,6,2,2,,3,3,4,,,,1,,1,,2,21,,2,,2,1,,,,,,,,,7,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1846,,1,6,2,2,,3,3,3,,,,2,,1,,1,73,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,2,4,,1,,11, ,1,1,,,,,1
3205,,1,5,2,2,,4,2,3,,,,2,,1,,2,20,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
3888,,1,6,2,2,,3,4,5,,,,1,,5,,1,73,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,2
1458,,1,6,2,2,,3,3,5,,,,1,,2,,2,25,,1,,2,1,,,,,,,,,7,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
1667,,1,3,2,1,,2,1,3,,,,1,,1,,1,12,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
2437,,1,4,2,2,,3,3,4,,,,2,,5,,1,20,,1,,2,1,,,,,,,,,7,,,,3,,,,,1,1,1,,1,,11, ,2,1,,,,,3
2393,,1,6,2,2,,3,3,4,,,,2,,3,,1,73,,1,,2,1,,,,,,,,,7,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
720,,2,6,2,2,,3,3,5,,,,1,,5,,1,45,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,2,,1,,999, ,2,1,,,,,1
4877,,2,6,2,2,,3,4,5,,,,1,,5,,2,15,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,4,,1,,12, ,1,1,,,,,2
870,,1,6,2,2,,3,2,4,,,,1,,1,,2,82,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,2,1,,1,,11, ,2,1,,,,,1
1240,,1,5,2,1,,2,2,3,,,,2,,5,,2,89,,2,,2,1,,,,,,,,,6,,,,1,,,,,1,1,1,,1,,11, ,1,1,,,,,1
4235,,1,8,2,2,,3,4,5,,,,2,,1,,2,80,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,1
1192,,2,6,2,2,,3,3,4,,,,2,,1,,2,80,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,2,2,,1,,11, ,3,1,,,,,2
3410,,2,7,1,1,,2,5,5,,,,2,,7,,2,60,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,2
1211,,2,6,2,2,,3,4,6,,,,1,,1,,2,17,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,2,2,,1,,11, ,2,1,,,,,2
3427,,2,5,2,2,,3,3,4,,,,2,,5,,1,17,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,1
1865,,1,5,2,2,,3,2,4,,,,1,,5,,1,79,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,2,,1,,11, ,2,1,,,,,1
3037,,1,5,2,2,,4,3,4,,,,2,,1,,2,17,,5,,2,1,,,,,,,,,6,,,,2,,,,,1,1,4,,1,,11, ,2,2,,,,,2
2018,,2,6,2,1,,2,2,3,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,2
156,,2,6,2,2,,3,3,3,,,,2,,5,,2,60,,1,,2,1,,,,,,,,,6,,,,4,,,,,1,1,2,,1,,11, ,2,1,,,,,2
681,,2,7,1,1,,2,5,6,,,,1,,1,,2,30,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,2,1,,1,,11, ,2,1,,,,,3
1689,,2,8,2,2,,4,5,5,,,,2,,1,,2,60,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,1,,1,,11, ,2,1,,,,,2
2761,,2,6,2,2,,4,2,3,,,,2,,1,,2,62,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,3,,1,,11, ,1,1,,,,,1
847,,2,6,2,2,,3,2,3,,,,2,,1,,1,81,,1,,1,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
4342,,2,5,2,2,,3,2,2,,,,2,,1,,2,15,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
3290,,2,5,2,2,,4,4,5,,,,2,,1,,2,17,,3,,2,1,,,,,,,,,6,,,,2,,,,,1,2,2,,1,,11, ,3,1,,,,,2
3242,,1,6,2,2,,3,2,3,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
2342,,2,6,2,2,,3,4,5,,,,2,,2,,2,45,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,1,,1,,11, ,2,1,,,,,2
4191,,1,6,2,2,,3,2,4,,,,1,,1,,1,30,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,2
4103,,2,4,2,2,,4,3,4,,,,2,,1,,1,65,,2,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,3,1,,,,,1
2254,,2,6,2,2,,3,4,4,,,,2,,7,,2,73,,2,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
2432,,1,7,2,2,,3,3,4,,,,2,,2,,1,30,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,2
106,,1,5,2,2,,4,2,3,,,,1,,2,,1,77,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,2,,1,,11, ,2,1,,,,,2
3213,,1,7,2,2,,3,2,4,,,,1,,1,,1,55,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,1,1,,,,,1
1400,,2,6,2,2,,3,5,6,,,,1,,1,,1,60,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,1,,1,,11, ,2,1,,,,,2
2109,,2,5,2,2,,3,2,4,,,,1,,1,,1,77,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
2831,,2,7,2,2,,4,4,5,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
4609,,1,6,1,1,,2,4,5,,,,1,,5,,1,17,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
558,,2,8,2,2,,3,5,6,,,,2,,1,,2,60,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,1,,1,,11, ,2,1,,,,,1
240,,1,6,2,2,,3,3,3,,,,1,,5,,2,42,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,5,2,,,,,2
305,,2,7,1,1,,2,3,4,,,,2,,3,,2,73,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
257,,1,8,2,2,,3,3,5,,,,2,,1,,1,77,,2,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
873,,1,6,2,2,,3,3,5,,,,1,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,4,,,,,1,1,2,,1,,11, ,4,1,,,,,4
1798,,2,6,2,2,,3,3,3,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,2,2,,1,,11, ,3,1,,,,,3
2081,,2,7,1,1,,2,3,4,,,,1,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,2
2158,,2,5,2,2,,3,2,2,,,,2,,1,,1,77,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
2155,,2,6,2,2,,4,3,4,,,,2,,5,,1,60,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,1
618,,2,5,2,2,,4,3,4,,,,2,,5,,1,45,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
997,,2,8,2,2,,4,6,7,,,,1,,5,,1,46,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
535,,2,6,2,2,,3,3,4,,,,2,,1,,1,73,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
1033,,2,4,2,1,,2,1,2,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,2
1387,,2,5,2,2,,4,2,3,,,,2,,1,,1,64,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
3662,,2,6,2,2,,3,3,4,,,,2,,1,,2,60,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,4,,1,,11, ,3,1,,,,,2
1251,,2,5,2,2,,4,4,5,,,,2,,2,,2,45,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
4100,,2,7,2,2,,4,4,4,,,,1,,2,,2,45,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,1,1,,,,,1
316,,2,6,2,2,,3,6,4,,,,1,,1,,2,15,,2,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
3000,,1,7,2,2,,3,4,5,,,,2,,1,,2,10,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,1,,1,,11, ,2,1,,,,,2
1825,,2,7,2,2,,3,4,4,,,,1,,1,,1,47,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,1
214,,2,7,2,2,,4,5,6,,,,1,,1,,2,60,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
797,,2,6,2,2,,3,4,5,,,,2,,7,,2,73,,99,,2,1,,,,,,,,,6,,,,1,,,,,1,2,4,,1,,11, ,1,1,,,,,1
1948,,1,6,2,2,,4,2,4,,,,1,,1,,1,60,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
1228,,2,4,2,1,,2,2,3,,,,1,,1,,2,45,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
4764,,2,5,2,2,,3,4,5,,,,2,,1,,2,40,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,1
2356,,1,5,2,1,,2,1,2,,,,2,,2,,2,20,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
1103,,1,7,2,2,,3,4,5,,,,1,,2,,1,20,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,2,,1,,11, ,4,1,,,,,3
4512,,1,7,2,2,,3,3,4,,,,2,,2,,1,21,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,1
2605,,2,4,2,1,,2,1,2,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,2,3,,1,,11, ,3,1,,,,,3
3428,,2,6,1,2,,4,2,4,,,,1,,1,,99,77,,1,,2,1,,,,,,,,,6,,,,6,,,,,1,1,1,,1,,11, ,6,1,,,,,3
393,,2,5,1,1,,2,3,4,,,,1,,2,,2,77,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,2,,1,,11, ,4,1,,,,,1
4200,,1,5,2,2,,4,2,3,,,,2,,5,,1,15,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
3234,,2,6,1,1,,2,5,5,,,,2,,1,,2,77,,2,,2,1,,,,,,,,,6,,,,1,,,,,1,1,1,,1,,11, ,3,1,,,,,1
1244,,2,6,2,2,,3,4,4,,,,2,,1,,2,77,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,2,2,,1,,11, ,1,1,,,,,1
3269,,2,5,2,2,,3,4,5,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,2,,1,,11, ,3,1,,,,,2
4559,,1,5,2,2,,3,2,2,,,,2,,1,,2,73,,2,,2,1,,,,,,,,,6,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
335,,1,6,2,2,,3,2,3,,,,2,,2,,1,20,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,2
1539,,1,5,1,1,,2,2,3,,,,2,,5,,1,60,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,2,,1,,11, ,3,1,,,,,3
907,,2,5,2,2,,3,3,5,,,,1,,1,,1,45,,1,,2,1,,,,,,,,,6,,,,4,,,,,1,2,2,,1,,11, ,6,1,,,,,3
3245,,1,6,2,2,,3,5,6,,,,2,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
3608,,2,7,2,2,,3,4,4,,,,2,,5,,2,40,,2,,2,1,,,,,,,,,6,,,,3,,,,,1,1,2,,1,,11, ,1,1,,,,,1
2855,,2,4,2,2,,4,2,2,,,,2,,5,,2,60,,1,,2,1,,,,,,,,,6,,,,3,,,,,1,1,4,,1,,11, ,1,1,,,,,1
2986,,1,6,2,2,,3,2,4,,,,1,,1,,2,73,,3,,2,1,,,,,,,,,6,,,,4,,,,,1,2,1,,1,,11, ,2,1,,,,,3
785,,2,6,1,1,,2,5,6,,,,1,,2,,2,45,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,2,2,,1,,11, ,1,1,,,,,1
2151,,2,8,2,2,,4,4,4,,,,2,,7,,2,60,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,4,1,,,,,2
4529,,2,4,2,1,,2,2,3,,,,1,,5,,1,45,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,2,3,,1,,11, ,1,1,,,,,1
2687,,1,6,2,2,,3,5,5,,,,2,,1,,2,73,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,1,,1,,11, ,3,1,,,,,1
1037,,2,5,2,2,,3,3,4,,,,1,,3,,2,73,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
1838,,1,6,2,2,,3,2,3,,,,2,,1,,1,20,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,1,,1,,11, ,5,1,,,,,3
3083,,1,8,2,2,,3,4,5,,,,2,,1,,2,21,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
3557,,2,7,1,1,,2,2,4,,,,1,,5,,2,75,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
1958,,1,6,2,2,,3,3,4,,,,2,,3,,2,77,,2,,2,1,,,,,,,,,6,,,,3,,,,,1,1,2,,1,,11, ,2,1,,,,,2
1464,,2,6,2,2,,3,3,5,,,,1,,1,,2,15,,2,,2,1,,,,,,,,,6,,,,3,,,,,1,2,1,,1,,11, ,5,1,,,,,3
1096,,2,5,1,1,,2,2,4,,,,1,,1,,2,15,,99,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,2
246,,1,7,2,2,,3,3,4,,,,1,,4,,2,20,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
2895,,2,7,2,2,,3,4,6,,,,2,,3,,2,60,,1,,2,1,,,,,,,,,6,,,,4,,,,,1,2,1,,1,,11, ,1,1,,,,,1
973,,1,5,2,2,,4,1,2,,,,2,,2,,1,20,,1,,1,1,,,,,,,,,6,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1468,,2,5,2,2,,3,3,4,,,,2,,2,,2,45,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
2781,,2,5,1,1,,2,3,4,,,,1,,1,,1,45,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,2,4,,1,,11, ,3,1,,,,,1
112,,2,5,2,2,,3,2,4,,,,2,,1,,1,40,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,2
2667,,2,5,2,2,,3,2,3,,,,1,,5,,1,75,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,1,,1,,11, ,1,1,,,,,2
2053,,2,5,2,2,,3,3,4,,,,2,,5,,1,45,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
2916,,2,6,1,1,,2,5,6,,,,2,,5,,2,45,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
3055,,2,6,2,2,,3,4,5,,,,1,,5,,2,45,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,2
2496,,2,6,2,2,,3,3,4,,,,2,,1,,99,23,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,1,,1,,11, ,1,1,,,,,1
2226,,2,6,2,2,,3,3,5,,,,1,,1,,2,45,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
239,,1,5,2,2,,3,2,3,,,,1,,5,,2,40,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,2,4,,1,,11, ,1,1,,,,,1
1143,,2,5,1,1,,2,2,4,,,,1,,1,,2,77,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,2
1683,,1,7,2,2,,4,5,5,,,,2,,2,,1,20,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,1
4556,,1,4,2,1,,2,2,2,,,,2,,2,,1,27,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
3156,,1,7,2,2,,4,3,4,,,,2,,5,,2,20,,1,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,1,1,,,,,1
3855,,2,5,1,1,,2,2,4,,,,1,,5,,2,46,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,2,2,,1,,11, ,3,1,,,,,3
4508,,2,5,2,2,,3,2,4,,,,1,,5,,2,45,,1,,2,1,,,,,,,,,6,,,,1,,,,,1,1,1,,1,,11, ,2,1,,,,,2
1100,,2,5,2,2,,3,3,4,,,,1,,1,,2,73,,3,,2,1,,,,,,,,,6,,,,3,,,,,1,2,4,,1,,11, ,3,1,,,,,3
3033,,2,5,1,1,,2,4,5,,,,1,,1,,2,77,,2,,2,1,,,,,,,,,6,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
4601,,1,6,2,2,,3,3,3,,,,2,,1,,2,23,,2,,2,1,,,,,,,,,6,,,,1,,,,,1,2,2,,1,,11, ,1,1,,,,,1
